text,label,label_name,prediction,prediction_name,score
"Tempat sepi, matcha strong dan tidak terlalu manis.",1,Positif,1,Positif,0.7719607926211639
Matchanya sangat enak.,1,Positif,1,Positif,0.9313712709485542
"Matcha sangat autentik dan berkualitas tinggi, tetapi cukup mahal. Cocok untuk yang suka rasa pahit, perlu tambahan gula jika suka manis.",1,Positif,0,Negatif,0.3664161637172379
"Matcha Opera-nya wajib untuk dipesan. Rasa Matcha Milk-nya tergolong biasa saja. Tadi saya memesan takaran susu less (80/120) dengan tingkat gula dan green tea yang normal, namun hasilnya justru tidak terlalu manis. Saya pasti akan kembali membeli menu Matcha Opera-nya.",1,Positif,1,Positif,0.5093783546328486
"Saya mencoba mixed soft ice cream (matcha-hokkaido milk) dan hojicha mocktail. Mixed Ice Cream: Tingkat kemanisan: Sudah cukup baik. Rasa matcha: Terasa pas. Hokkaido milk: Perasanya terlalu kuat sehingga sangat mendominasi dan mengganggu kelezatan rasa matcha-nya. Hal ini membuat perpaduan rasanya menjadi tidak seimbang. Hojicha Mocktail: Sesapan pertama terasa enak. Aroma mawar dan lavendernya memiliki keseimbangan yang baik. Namun, setelah beberapa sesapan berikutnya, saya merasa kurang nyaman karena penggunaan sirup yang terlalu banyak. (Saya cukup sensitif terhadap perasa buatan, sehingga sering kali muncul reaksi tertentu setelah meminumnya beberapa kali).",1,Positif,0,Negatif,0.38878074779354155
"Suasananya sangat nyaman, para pecinta matcha wajib mencobanya!",1,Positif,1,Positif,0.8053840429686611
"Warabi mochi-nya sangat luar biasa. Begitu pula dengan Signature Koicha Milk, rasanya sangat berkualitas. Saya juga mendapatkan es krim secara gratis. Terima kasih kepada Kak Desi atas pelayanannya yang sangat ramah.",1,Positif,1,Positif,0.5092121672102542
Wajib dicoba!,1,Positif,1,Positif,0.6292946075874067
"Pilihannya sangat beragam, staf sangat membantu, dan suasananya pun sangat nyaman.",1,Positif,1,Positif,0.7446096716085764
Terima kasih kepada Hamny atas pelayanannya dan informasi mengenai matcha.,1,Positif,1,Positif,0.7851926973005084
"Tempatnya sangat nyaman, Anda harus mencoba matcha mereka!",1,Positif,1,Positif,0.811093856396728
Tempatnya nyaman dan makanannya berkualitas baik.,1,Positif,1,Positif,0.9360160293971039
"Tempatnya nyaman, begitu pula dengan matcha-nya. Perpaduan yang sangat pas.",1,Positif,1,Positif,0.5230890374416046
Suasananya sangat nyaman.,1,Positif,1,Positif,0.7391241944382259
